Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Bowling Trophy	Munchkin: Zombies	zombies_treasure010,zombiestreasureback	Treasure	+2 Bonus	Big; Headgear	200 Gold Pieces	Item	Zombies love bowling!  Trust us - it's true.  If you are using more than one Bowling item, your fashionable ensemble gives you an extra +1 for each Bowling item.
Braaaaainnnns!	Munchkin: Zombies	zombies_treasure011,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	You must say "Braaaaaiinnns!" with great feeling in order to go up a level.  You don't have to be loud, but you have to sound hungry.
Brains Enough For Two	Munchkin: Zombies	zombies_treasure012,zombiestreasureback	Treasure	--	--	--	--	Play during any combat.  If the munchkin side wins, the helper in the combat (if any) also goes up a level.  This is in addition to any level(s) he gets for other reasons.
Brick	Munchkin: Zombies	zombies_treasure013,zombiestreasureback	Treasure	+2 Bonus	--	200 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
Car Door	Munchkin: Zombies	zombies_treasure014,zombiestreasureback	Treasure	+3 Bonus	Big; Armor	300 Gold Pieces	Item	--
Chain Link Fence	Munchkin: Zombies	zombies_treasure015,zombiestreasureback	Treasure	+3 Bonus	Armor	200 Gold Pieces	Item	--
Decaying Flab	Munchkin: Zombies	zombies_treasure016,zombiestreasureback	Treasure	+4 Bonus	Big; Armor	No Value	Item	--
Disarming Move	Munchkin: Zombies	zombies_treasure017,zombiestreasureback	Treasure	+4 Bonus	--	--	UOO	Use during any combat.  +4 to either side.  Usable once only.
Diseased Spit	Munchkin: Zombies	zombies_treasure018,zombiestreasureback	Treasure	+3 Bonus	--	No Value	Item	Usable by Plague Zombie Only
Evil Eyes	Munchkin: Zombies	zombies_treasure019,zombiestreasureback	Treasure	+3 Bonus	--	500 Gold Pieces	Item	Usable by Voodoo Zombie Only
Fangs	Munchkin: Zombies	zombies_treasure020,zombiestreasureback	Treasure	+1 Bonus	--	100 Gold Pieces	Item	--
Fetish Object	Munchkin: Zombies	zombies_treasure021,zombiestreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Voodoo Zombie Only.  Does fire/flame damage.
Fire Hydrant	Munchkin: Zombies	zombies_treasure022,zombiestreasureback	Treasure	+4 Bonus	2 Hands	500 Gold Pieces	Item	Usable by Strong Zombie Only.  Useless against the Fireman.
Flower Pots	Munchkin: Zombies	zombies_treasure023,zombiestreasureback	Treasure	+1 Bonus	Footgear	100 Gold Pieces	Item	The Flower Pots cannot be lost to a Curse, unless you want them to be.
Flypaper Necktie	Munchkin: Zombies	zombies_treasure024,zombiestreasureback	Treasure	+3 Bonus	--	200 Gold Pieces	Item	--
Forked Tongue	Munchkin: Zombies	zombies_treasure025,zombiestreasureback	Treasure	+2 Bonus	--	300 Gold Pieces	Item	--
Frowny Face	Munchkin: Zombies	zombies_treasure026,zombiestreasureback	Treasure	+3 Bonus	--	200 Gold Pieces	UOO	Use during any combat.  +3 to either side.  Usable once only.
Funny Bone	Munchkin: Zombies	zombies_treasure027,zombiestreasureback	Treasure	+3 Bonus	1 Hand	500 Gold Pieces	Item	Does double damage against Undead.
Gaping Mouth	Munchkin: Zombies	zombies_treasure028,zombiestreasureback	Treasure	+2 Bonus	--	200 Gold Pieces	Item	--
Ghoulbladder	Munchkin: Zombies	zombies_treasure029,zombiestreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
Glowing Talons	Munchkin: Zombies	zombies_treasure030,zombiestreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Atomic Zombie Only.  The Talons count as a fire/flame attack.
Grabby Guts	Munchkin: Zombies	zombies_treasure031,zombiestreasureback	Treasure	--	-1 Hand	400 Gold Pieces	Item	You have one extra Hand
Gravedigger's Shovel	Munchkin: Zombies	zombies_treasure032,zombiestreasureback	Treasure	+4 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Smart Zombie Only.  Double damage against Undead.
Grue Some!	Munchkin: Zombies	zombies_treasure033,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Hand Grenade	Munchkin: Zombies	zombies_treasure034,zombiestreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Does fire/flame damage.  Usable once only.
Happy Face	Munchkin: Zombies	zombies_treasure035,zombiestreasureback	Treasure	+3 Bonus	--	200 Gold Pieces	UOO	Use during any combat.  +3 to either side, or +6 against an Undead monster.  Usable once only.
Healthy Snack	Munchkin: Zombies	zombies_treasure036,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Hot Meal	Munchkin: Zombies	zombies_treasure037,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Ladyfingers	Munchkin: Zombies	zombies_treasure038,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Leftovers	Munchkin: Zombies	zombies_treasure039,zombiestreasureback	Treasure	+2 Bonus	--	No Value	UOO	Use during any combat.  +2 to either side.  Usable once only.
Leg	Munchkin: Zombies	zombies_treasure040,zombiestreasureback	Treasure	+3 Bonus	Big; 1 Hand	400 Gold Pieces	Item	--
Loaded Die	Munchkin: Zombies	zombies_treasure041,zombiestreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Long Bony Fingers	Munchkin: Zombies	zombies_treasure042,zombiestreasureback	Treasure	+2 Bonus	--	500 Gold Pieces	Item	At any time during your turn, you may go through the discards to find any one card you want.  Take that card and discard this one.
Mailbox	Munchkin: Zombies	zombies_treasure043,zombiestreasureback	Treasure	+4 Bonus	Headgear	300 Gold Pieces	Item	Automatically defeats the Mailman
Make Humerus Comments	Munchkin: Zombies	zombies_treasure044,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Meals on Wheels	Munchkin: Zombies	zombies_treasure045,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	If you play this card as your first action on your turn, you may go up two levels, but you may not draw or play any other cards that turn.  You still have to give Charity at the end of your turn.
Mousetraps	Munchkin: Zombies	zombies_treasure046,zombiestreasureback	Treasure	+2 Bonus	Footgear	200 Gold Pieces	Item	The spring action gives you +1 to Run Away.
On Fire	Munchkin: Zombies	zombies_treasure047,zombiestreasureback	Treasure	+3 Bonus	--	--	Enhancer	Your Level now counts as a flame attack.  If you are cursed with Raaaaaiiiiiins! Or Draaaaaiiiiiins!, or if you die, the fire goes out.  Discard this card.
Paddleball	Munchkin: Zombies	zombies_treasure048,zombiestreasureback	Treasure	+4 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Fast Zombie Only
Perfect Hiding Place	Munchkin: Zombies	zombies_treasure049,zombiestreasureback	Treasure	+5 Bonus	--	--	UOO	Use during any combat.  +5 to either side.  Usable once only.
Pet Monkey	Munchkin: Zombies	zombies_treasure050,zombiestreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	--
Pogo Stick	Munchkin: Zombies	zombies_treasure051,zombiestreasureback	Treasure	+3 Bonus	2 Hands	200 Gold Pieces	UOO	Usable by Fast Zombie Only.  You have +1 to Run Away.
Pork Chop	Munchkin: Zombies	zombies_treasure052,zombiestreasureback	Treasure	+1 Bonus	1 Hand	200 Gold Pieces	Item	Mmm, long ping!  By discarding the Pork Chop, you may automatically Run Away from any Undead monster.
Proper Nutrition	Munchkin: Zombies	zombies_treasure053,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Roller Skate	Munchkin: Zombies	zombies_treasure054,zombiestreasureback	Treasure	+3 Bonus	--	--	UOO	Use during any combat.  +3 to either side.  Usable once only.
Saucepan	Munchkin: Zombies	zombies_treasure055,zombiestreasureback	Treasure	+2 Bonus	Headgear	600 Gold Pieces	Item	--
Shining Porcelain Armor	Munchkin: Zombies	zombies_treasure056,zombiestreasureback	Treasure	+2 Bonus	Big; Armor	200 Gold Pieces	Item	--
Shopping Cart	Munchkin: Zombies	zombies_treasure057,zombiestreasureback	Treasure	+2 Bonus	Big; 1 Hand	300 Gold Pieces	Item	You may have one extra card in your hand.
Smart Shoes	Munchkin: Zombies	zombies_treasure058,zombiestreasureback	Treasure	+3 Bonus	Footgear	400 Gold Pieces	Item	Usable by Smart Zombie Only.  Actually, the shoes are way smarter than the zombie.
Soda Cans	Munchkin: Zombies	zombies_treasure059,zombiestreasureback	Treasure	+2 Bonus	Footgear	100 Gold Pieces	Item	--
Sooper Glue	Munchkin: Zombies	zombies_treasure060,zombiestreasureback	Treasure	+3 Bonus	--	200 Gold Pieces	UOO	Use during any combat.  Usable once only, and only to help monsters that are not Undead.  Gives +3 to the monster side.
Steal Tasty Brains!	Munchkin: Zombies	zombies_treasure061,zombiestreasureback	Treasure	--	--	--	--	Play this card after you are accepted as the helper in combat.  If the munchkins win, the main player gets no level(s) from the combat.  You get the level(s) he would have gotten.  This CAN give the winning level.
Stop Sign	Munchkin: Zombies	zombies_treasure062,zombiestreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Strong Zombie Only.
Swallow the Leader	Munchkin: Zombies	zombies_treasure063,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Thumbtacks	Munchkin: Zombies	zombies_treasure064,zombiestreasureback	Treasure	+1 Bonus	Footgear	700 Gold Pieces	Item	The Thumbtacks are too firmly attached to be lost to any Curse or Bad Stuff.  Furthermore, you can wear one other Footgear item, and the Thumbtacks hold it on and protect it, too.
Tips to Survive the Zombie Apocalypse	Munchkin: Zombies	zombies_treasure065,zombiestreasureback	Treasure	+5 Bonus	--	600 Gold Pieces	UOO	Amazingly, it's useful for zombies, too, though not in the same way.  +5 to either side.  Usable once only.
Umbrella	Munchkin: Zombies	zombies_treasure066,zombiestreasureback	Treasure	+2 Bonus	Headgear	300 Gold Pieces	Item	--
Undead Ringer	Munchkin: Zombies	zombies_treasure067,zombiestreasureback	Treasure	--	--	--	UOO	Play when you are in combat.  You get a combat bonus equal to your Level.
Visit the Museum	Munchkin: Zombies	zombies_treasure068,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Wishing Ring1	Munchkin: Zombies	zombies_treasure069,zombiestreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Wishing Ring2	Munchkin: Zombies	zombies_treasure070,zombiestreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Xmas Lights	Munchkin: Zombies	zombies_treasure071,zombiestreasureback	Treasure	+4 Bonus	Armor	600 Gold Pieces	Item	Usable by Atomic Zombie Only.  
Yay Decay!	Munchkin: Zombies	zombies_treasure072,zombiestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Your Own Pancreas and/or Spleen	Munchkin: Zombies	zombies_treasure073,zombiestreasureback	Treasure	+4 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Plague Zombie Only
Zombie	Munchkin: Zombies	zombies_treasure074,zombiestreasureback	Treasure	+5 Bonus	--	300 Gold Pieces	UOO	1 oz. each white, golden, and dark rum.  1 oz. each apricot brandy, papaya juice, and pineapple juice.  Dash of grenadine.  Shake with ice.  Add 1/2 oz. high-proof rum.  You may not give or trade this card to anyone under leagal age.  Check ID.  Use during any combat.  +5 to either side.  Usable once only
3,872 Orcs	Munchkin	munchkin_door001	Door	--	--	--	--	text
Amazon	Munchkin	munchkin_door002	Door	--	--	--	--	text
Ancient	Munchkin	munchkin_door003	Door	--	--	--	--	text
Baby	Munchkin	munchkin_door004	Door	--	--	--	--	text
Bigfoot	Munchkin	munchkin_door005	Door	--	--	--	--	text
Bullrog	Munchkin	munchkin_door006	Door	--	--	--	--	text
Cheat!	Munchkin	munchkin_door007	Door	--	--	--	--	text
Cleric1	Munchkin	munchkin_door008	Door	--	--	--	--	text
Cleric2	Munchkin	munchkin_door009	Door	--	--	--	--	text
Cleric3	Munchkin	munchkin_door010	Door	--	--	--	--	text
Crabs	Munchkin	munchkin_door011	Door	--	--	--	--	text
Curse! Change Class	Munchkin	munchkin_door012	Door	--	--	--	--	text
Curse! Change Race	Munchkin	munchkin_door013	Door	--	--	--	--	text
Curse! Change Sex	Munchkin	munchkin_door014	Door	--	--	--	--	text
Curse! Chicken on Your Head	Munchkin	munchkin_door015	Door	--	--	--	--	text
Curse! Duck of Doom	Munchkin	munchkin_door016	Door	--	--	--	--	text
Curse! Income Tax	Munchkin	munchkin_door017	Door	--	--	--	--	text
Curse! Lose 1 Big Item	Munchkin	munchkin_door018	Door	--	--	--	--	text
Curse! Lose 1 Small Item1	Munchkin	munchkin_door019	Door	--	--	--	--	text
Curse! Lose 1 Small Item2	Munchkin	munchkin_door020	Door	--	--	--	--	text
Curse! Lose a Level1	Munchkin	munchkin_door021	Door	--	--	--	--	text
Curse! Lose a Level2	Munchkin	munchkin_door022	Door	--	--	--	--	text
Curse! Lose the Armor You Are Wearing	Munchkin	munchkin_door023	Door	--	--	--	--	text
Curse! Lose the Footgear You Are Wearing	Munchkin	munchkin_door024	Door	--	--	--	--	text
Curse! Lose the Headgear You Are Wearing	Munchkin	munchkin_door025	Door	--	--	--	--	text
Curse! Lose Two Cards	Munchkin	munchkin_door026	Door	--	--	--	--	text
Curse! Lose Your Class	Munchkin	munchkin_door027	Door	--	--	--	--	text
Curse! Lose Your Race	Munchkin	munchkin_door028	Door	--	--	--	--	text
Curse! Malign Mirror	Munchkin	munchkin_door029	Door	--	--	--	--	text
Divine Intervention	Munchkin	munchkin_door030	Door	--	--	--	--	text
Drooling Slime	Munchkin	munchkin_door031	Door	--	--	--	--	text
Dwarf1	Munchkin	munchkin_door032	Door	--	--	--	--	text
Dwarf2	Munchkin	munchkin_door033	Door	--	--	--	--	text
Dwarf3	Munchkin	munchkin_door034	Door	--	--	--	--	text
Elf1	Munchkin	munchkin_door035	Door	--	--	--	--	text
Elf2	Munchkin	munchkin_door036	Door	--	--	--	--	text
Elf3	Munchkin	munchkin_door037	Door	--	--	--	--	text
Enraged	Munchkin	munchkin_door038	Door	--	--	--	--	text
Face Sucker	Munchkin	munchkin_door039	Door	--	--	--	--	text
Floating Nose	Munchkin	munchkin_door040	Door	--	--	--	--	text
Flying Frogs	Munchkin	munchkin_door041	Door	--	--	--	--	text
Gazebo	Munchkin	munchkin_door042	Door	--	--	--	--	text
Gelatinous Octahedron	Munchkin	munchkin_door043	Door	--	--	--	--	text
Ghoulfiends	Munchkin	munchkin_door044	Door	--	--	--	--	text
Half-Breed1	Munchkin	munchkin_door045	Door	--	--	--	--	text
Half-Breed2	Munchkin	munchkin_door046	Door	--	--	--	--	text
Halfling1	Munchkin	munchkin_door047	Door	--	--	--	--	text
Halfling2	Munchkin	munchkin_door048	Door	--	--	--	--	text
Halfling3	Munchkin	munchkin_door049	Door	--	--	--	--	text
Harpies	Munchkin	munchkin_door050	Door	--	--	--	--	text
Help Me Out Here!	Munchkin	munchkin_door051	Door	--	--	--	--	text
Hippogriff	Munchkin	munchkin_door052	Door	--	--	--	--	text
Humongous	Munchkin	munchkin_door053	Door	--	--	--	--	text
Illusion	Munchkin	munchkin_door054	Door	--	--	--	--	text
Insurance Salesman	Munchkin	munchkin_door055	Door	--	--	--	--	text
Intelligent	Munchkin	munchkin_door056	Door	--	--	--	--	text
King Tut	Munchkin	munchkin_door057	Door	--	--	--	--	text
Lame Goblin	Munchkin	munchkin_door058	Door	--	--	--	--	text
Large Angry Chicken	Munchkin	munchkin_door059	Door	--	--	--	--	text
Lawyers	Munchkin	munchkin_door060	Door	--	--	--	--	text
Leperchaun	Munchkin	munchkin_door061	Door	--	--	--	--	text
Mate	Munchkin	munchkin_door062	Door	--	--	--	--	text
Maul Rat	Munchkin	munchkin_door063	Door	--	--	--	--	text
Mr. Bones	Munchkin	munchkin_door064	Door	--	--	--	--	text
Net Troll	Munchkin	munchkin_door065	Door	--	--	--	--	text
Out to Lunch	Munchkin	munchkin_door066	Door	--	--	--	--	text
Pit Bull	Munchkin	munchkin_door067	Door	--	--	--	--	text
Platycore	Munchkin	munchkin_door068	Door	--	--	--	--	text
Plutonium Dragon	Munchkin	munchkin_door069	Door	--	--	--	--	text
Potted Plant	Munchkin	munchkin_door070	Door	--	--	--	--	text
Pukachu	Munchkin	munchkin_door071	Door	--	--	--	--	text
Shrieking Geek	Munchkin	munchkin_door072	Door	--	--	--	--	text
Snails on Speed	Munchkin	munchkin_door073	Door	--	--	--	--	text
Squidzilla	Munchkin	munchkin_door074	Door	--	--	--	--	text
Stoned Golem	Munchkin	munchkin_door075	Door	--	--	--	--	text
Super Munchkin1	Munchkin	munchkin_door076	Door	--	--	--	--	text
Super Munchkin2	Munchkin	munchkin_door077	Door	--	--	--	--	text
Thief1	Munchkin	munchkin_door078	Door	--	--	--	--	text
Thief2	Munchkin	munchkin_door079	Door	--	--	--	--	text
Thief3	Munchkin	munchkin_door080	Door	--	--	--	--	text
Tongue Demon	Munchkin	munchkin_door081	Door	--	--	--	--	text
Truly Obnoxious Curse!	Munchkin	munchkin_door082	Door	--	--	--	--	text
Undead Horse	Munchkin	munchkin_door083	Door	--	--	--	--	text
Unspeakably Awful Indescribable Horror	Munchkin	munchkin_door084	Door	--	--	--	--	text
Wandering Monster1	Munchkin	munchkin_door085	Door	--	--	--	--	text
Wandering Monster2	Munchkin	munchkin_door086	Door	--	--	--	--	text
Wandering Monster3	Munchkin	munchkin_door087	Door	--	--	--	--	text
Wannabe Vampire	Munchkin	munchkin_door088	Door	--	--	--	--	text
Warrior1	Munchkin	munchkin_door089	Door	--	--	--	--	text
Warrior2	Munchkin	munchkin_door090	Door	--	--	--	--	text
Warrior3	Munchkin	munchkin_door091	Door	--	--	--	--	text
Wight Brothers	Munchkin	munchkin_door092	Door	--	--	--	--	text
Wizard1	Munchkin	munchkin_door093	Door	--	--	--	--	text
Wizard2	Munchkin	munchkin_door094	Door	--	--	--	--	text
Wizard3	Munchkin	munchkin_door095	Door	--	--	--	--	text
1,000 Gold Pieces	Munchkin	munchkin_treasure001,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Bad-Ass Bandanna	Munchkin	munchkin_treasure002,munchkintreasureback	Treasure	+ 3 Bonus	Headgear	400 Gold Pieces	Item	Usable by Human Only
Boil an Anthill	Munchkin	munchkin_treasure003,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Boots of Butt-Kicking	Munchkin	munchkin_treasure004,munchkintreasureback	Treasure	+ 2 Bonus	Footgear	400 Gold Pieces	Item	--
Boots of Running Really Fast	Munchkin	munchkin_treasure005,munchkintreasureback	Treasure	--	Footgear	400 Gold Pieces	Item	Gives you +2 to Run Away
Bow with Ribbons	Munchkin	munchkin_treasure006,munchkintreasureback	Treasure	+4 Bonus	2 Hands	800 Gold Pieces	Item	Usable by Elf Only
Bribe GM With Food	Munchkin	munchkin_treasure007,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Broad Sword	Munchkin	munchkin_treasure008,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Female Players Only
Buckler of Swashing	Munchkin	munchkin_treasure009,munchkintreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Chainsaw of Bloody Dismemberment	Munchkin	munchkin_treasure010,munchkintreasureback	Treasure	+3 Bonus	2 Hands	600 Gold Pieces	Item	--
Cheese Grater of Peace	Munchkin	munchkin_treasure011,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Cleric Only
Cloak of Obscurity	Munchkin	munchkin_treasure012,munchkintreasureback	Treasure	+4 Bonus	--	600 Gold Pieces	Item	Usable by Thief Only
Convenient Addition Error	Munchkin	munchkin_treasure013,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Cotion of Ponfusion	Munchkin	munchkin_treasure014,munchkintreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Use during any combat. +3 to either Side. Usable once only.
Dagger of Treachery	Munchkin	munchkin_treasure015,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Thief Only
Doppleganger	Munchkin	munchkin_treasure016,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Summons your exact duplicate, who fights beside you, so you doulbe your effective level and all bonuses. You may only use the Doppleganger if you are the only player in the combat. Usable once only.
Electric Radioactive Acid Potion	Munchkin	munchkin_treasure017,munchkintreasureback	Treasure	+5 Bonus	--	200 Gold Pieces	UOO	Use during any combat. +5 to either Side. Usable once only.
Eleven-Foot Pole	Munchkin	munchkin_treasure018,munchkintreasureback	Treasure	+1 Bonus	2 Hands	200 Gold Pieces	Item	--
Flaming Armor	Munchkin	munchkin_treasure019,munchkintreasureback	Treasure	+2 Bonus	Armor	400 Gold Pieces	Item	--
Flaming Poison Potion	Munchkin	munchkin_treasure020,munchkintreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Use once during any combat +3 to either side. Usable once only.
Flask of Glue	Munchkin	munchkin_treasure021,munchkintreasureback	Treasure	--	--	100 Gold Pieces	UOO	Use when someone successfully escapes a combat for any reason. They must re-roll their escape (even if it was automatic the first time). Usable once only.
Freezing Explosive Potion	Munchkin	munchkin_treasure022,munchkintreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Use during any combat. +3 to either Side. Usable once only.
Friendship Potion	Munchkin	munchkin_treasure023,munchkintreasureback	Treasure	--	--	200 Gold Pieces	UOO	Play during any combat. Discard all monsters in the combat. No treasure is gained. Usable once only.
Gentleman's Club	Munchkin	munchkin_treasure024,munchkintreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Male Players Only
Hammer of Kneecapping	Munchkin	munchkin_treasure025,munchkintreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Dwarf Only
Helm of Courage	Munchkin	munchkin_treasure026,munchkintreasureback	Treasure	+1 Bonus	Headgear	200 Gold Pieces	Item	--
Hireling	Munchkin	munchkin_treasure027,munchkintreasureback	Treasure	+1 Bonus	--	--	Hireling	Allows you to carry and use one extra item, even if you could not otherwise.  If you lose your Hireling, the item goes, too.  You may discard your Hireling for an automatic escape from any monster.  Keep this card in front of you, with your Treasures.
Hoard!	Munchkin	munchkin_treasure028,munchkintreasureback	Treasure	--	--	--	UOO	Draw 3 Treasure cards immediately.  They are face-down if you drew this card face-down; otherwise, they are face-up.
Horny Helmet	Munchkin	munchkin_treasure029,munchkintreasureback	Treasure	+1 Bonus (+3 for Elves)	Headgear	600 Gold Pieces	Item	--
Huge Rock	Munchkin	munchkin_treasure030,munchkintreasureback	Treasure	+3 Bonus	Big; 2 Hands	No Value	Item	--
Instant Wall	Munchkin	munchkin_treasure031,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Allows automatic escape, for one or two players, from any fight.  Usable once only.
Invisibility Potion	Munchkin	munchkin_treasure032,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Use when your Run Away roll fails.  You escape automatically.  Usable once only.
Invoke Obscure Rules	Munchkin	munchkin_treasure033,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Kill the Hireling	Munchkin	munchkin_treasure034,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	You can use this card only if a Hireling is in play (no matter who owns him).  Discard the Hireling.
Kneepads of Allure	Munchkin	munchkin_treasure035,munchkintreasureback	Treasure	--	--	600 Gold Pieces	Ability	Not usable by Cleric.  No player with a Level higher than yours can refuse your request for help against a monster, or even ask for a reward.  You cannot gain the winning level in a combat where your hleper was compelled by the Kneepads.
Leather Armor	Munchkin	munchkin_treasure036,munchkintreasureback	Treasure	+1 Bonus	Armor	200 Gold Pieces	Item	--
Limburger and Anchovy Sandwich	Munchkin	munchkin_treasure037,munchkintreasureback	Treasure	+3 Bonus	--	400 Gold Pieces	Item	Usable by Halfling Only
Loaded Die	Munchkin	munchkin_treasure038,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Mace of Sharpness	Munchkin	munchkin_treasure039,munchkintreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Cleric Only
Magic Lamp	Munchkin	munchkin_treasure040,munchkintreasureback	Treasure	--	--	500 Gold Pieces	UOO	You may use the Lamp only on your turn.  It summons a genie who makes a single monster vanish, even if you had already failed your Run Away roll and it was about to catch you.  If it was the only monster you were facing, you may take its treasure, but you don't gain a level.  Usable once only.
Magic Missile	Munchkin	munchkin_treasure041,munchkintreasureback	Treasure	+5 Bonus	--	300 Gold Pieces	UOO	Use during any combat.  +5 to either side.  Usable once only.
Mithril Armor	Munchkin	munchkin_treasure042,munchkintreasureback	Treasure	+3 Bonus	Big; Armor	600 Gold Pieces	Item	Not Usable by Wizard
Mutilate the Bodies	Munchkin	munchkin_treasure043,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	This card can be played only after combat, but it does not have to be your combat.
Nasty-Tasting Sports Drink	Munchkin	munchkin_treasure044,munchkintreasureback	Treasure	+2 Bonus	--	200 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
Pantyhose of Giant Strength	Munchkin	munchkin_treasure045,munchkintreasureback	Treasure	+3 Bonus	--	600 Gold Pieces	Item	Not Usable by Warrior
Pointy Hat of Power	Munchkin	munchkin_treasure046,munchkintreasureback	Treasure	+3 Bonus	Headgear	400 Gold Pieces	Item	Usable by Wizard Only
Pollymorph Potion	Munchkin	munchkin_treasure047,munchkintreasureback	Treasure	--	--	1,300 Gold Pieces	UOO	Use during any combat.  Turns any one monster into a parrot, which flies away, leaving its treasure behind.  Usable once only.
Potion of General Studliness	Munchkin	munchkin_treasure048,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Potion of Halitosis	Munchkin	munchkin_treasure049,munchkintreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side, or instantly kills the Floating Nose.  Usable once only.
Potion of Idiotic Bravery	Munchkin	munchkin_treasure050,munchkintreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
Pretty Balloons	Munchkin	munchkin_treasure051,munchkintreasureback	Treasure	+5 Bonus	--	No Value	UOO	Use during any combat, for distraction.  +5 to either side.  Usable once only.
Rapier of Unfairness	Munchkin	munchkin_treasure052,munchkintreasureback	Treasure	+3 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Elf Only
Rat on a Stick	Munchkin	munchkin_treasure053,munchkintreasureback	Treasure	+1 Bonus	1 Hand	No Value	Item	Hey, it's better than nothing!  You may discard this item, even if you are only carrying it, for an automatic escape from any monster of Level 8 or below.
Really Impressive Title	Munchkin	munchkin_treasure054,munchkintreasureback	Treasure	+3 Bonus	--	No Value	Item	--
Sandals of Protection	Munchkin	munchkin_treasure055,munchkintreasureback	Treasure	--	Footgear	700 Gold Pieces	Item	Curse cards which you draw when kicking down a door have no effect.  (Curses cast by other players will still affect you.)
Shield of Ubiquity	Munchkin	munchkin_treasure056,munchkintreasureback	Treasure	+4 Bonus	Big; 1 Hand	600 Gold Pieces	Item	Usable by Warrior Only
Short Wide Armor	Munchkin	munchkin_treasure057,munchkintreasureback	Treasure	+3 Bonus	Armor	400 Gold Pieces	Item	Usable by Dwarf Only
Singing & Dancing Sword	Munchkin	munchkin_treasure058,munchkintreasureback	Treasure	+2 Bonus	--	400 Gold Pieces	Item	Not Usable by Thief
Sleep Potion	Munchkin	munchkin_treasure059,munchkintreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
